id,wave,date,fav_trump,fav_biden,indictment,charge_serious,should_be_charged,politically_motivated,suspend_campaign,doj_hunter_nonpartisan,impeach_biden_hunter,PID,age,age4,educ5,edu4,gender,ethnicity,householdsize,inc7,marit5,metropolitan,region4,rent,state,work10,work3,parent,language,religion,race
255920550,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not too serious,Should,Yes,Should,NA,NA,A Republican,55,50-64,No high school diploma or GED,Less than high school,Female,"White, Non-Hispanic",2,"Less than $10,000",Widowed,Metro,South,Owned or being bought by you or someone in your household,North Carolina,Other,Not working,not parents of children 0-17 YO,English,Other Christian religion,NA
255920551,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Should not,NA,NA,A Republican,76,65+,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Retired,Not working,not parents of children 0-17 YO,English,Catholic,NA
255920552,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Should not,NA,NA,A Republican,49,30-49,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Maryland,Retired,Working full-time,parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920553,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Don't know,NA,NA,An Independent,67,65+,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Divorced,Metro,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920554,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,An Independent,76,65+,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Nebraska,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,English,Other non-Christian religion,NA
255920555,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Should not,NA,NA,A Republican,28,18-29,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$25,000 to $49,999",Never married,Non-Metro,West,Owned or being bought by you or someone in your household,Wyoming,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,English,No religion,NA
255920556,1,June 9-10,No opinion,No opinion,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not too serious,Should not,No,Should not,NA,NA,Something else,36,30-49,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",4,"Less than $10,000",Never married,Metro,South,Occupied without payment of cash rent,Texas,Other,Not working,not parents of children 0-17 YO,English,No religion,NA
255920557,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Should not,NA,NA,An Independent,38,30-49,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",3,"$150,000 or more",Never married,Metro,NorthEast,Owned or being bought by you or someone in your household,New Jersey,On furlough,Not working,not parents of children 0-17 YO,English,Jewish,NA
255920558,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,An Independent,81,65+,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$50,000 to $74,999",Divorced,Metro,South,Owned or being bought by you or someone in your household,Oklahoma,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920559,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Don't know,Yes,Don't know,NA,NA,An Independent,46,30-49,Master's degree or above,Bachelors degree or higher,Male,"Other, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,West,Rented for cash,California,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,No religion,NA
255920560,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Somewhat serious,Don't know,Yes,Should,NA,NA,A Republican,52,50-64,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",5,"$150,000 or more",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Ohio,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920561,1,June 9-10,No opinion,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not too serious,Should not,Yes,Should not,NA,NA,Something else,38,30-49,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",3,"$10,000 to $24,999",Divorced,Non-Metro,South,Rented for cash,North Carolina,Employed part-time (by someone else),Working full-time,parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920562,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,A Democrat,58,50-64,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Non-Metro,South,Owned or being bought by you or someone in your household,North Carolina,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920563,1,June 9-10,Don't know,Don't know,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Somewhat serious,Don't know,Don't know,Don't know,NA,NA,A Republican,38,30-49,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$75,000 to $99,999",Never married,Metro,MidWest,Rented for cash,Ohio,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,Catholic,NA
255920564,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Don't know,Should not,Yes,Should,NA,NA,A Republican,42,30-49,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Non-Metro,West,Occupied without payment of cash rent,Oregon,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,English,Other Christian religion,NA
255920565,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Should not,NA,NA,A Republican,50,50-64,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Non-Metro,South,Owned or being bought by you or someone in your household,Kentucky,Homemaker,Not working,not parents of children 0-17 YO,English,Other Christian religion,NA
255920566,1,June 9-10,Unfavorable,Don't know,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Somewhat serious,Don't know,Yes,Should not,NA,NA,A Democrat,33,30-49,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$100,000 to $149,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Wisconsin,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920567,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,A Democrat,33,30-49,Some college or Associate degree,Some college,Female,"Black, Non-Hispanic",2,"$50,000 to $74,999",Never married,Metro,MidWest,Rented for cash,Ohio,Employed full-time (by someone else),Working part-time,not parents of children 0-17 YO,English,No religion,NA
255920568,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Don't know,NA,NA,A Republican,22,18-29,High school graduate (high school diploma or the equivalent GED),High school,Male,Hispanic,5,"$150,000 or more",Never married,Metro,West,Owned or being bought by you or someone in your household,Colorado,Self-employed,Working full-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920569,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Somewhat serious,Should,No,Should,NA,NA,An Independent,61,50-64,No high school diploma or GED,Less than high school,Female,Hispanic,3,"$25,000 to $49,999",Now Married,Metro,NorthEast,Rented for cash,New Jersey,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,English,Jehovah's Witness,NA
255920570,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Should not,NA,NA,An Independent,42,30-49,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",4,"$100,000 to $149,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Arizona,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,No religion,NA
255920571,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Somewhat serious,Don't know,Yes,Should,NA,NA,An Independent,57,50-64,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$75,000 to $99,999",Never married,Non-Metro,MidWest,Owned or being bought by you or someone in your household,Michigan,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920572,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,Don't know,Should,NA,NA,An Independent,48,30-49,Master's degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Alabama,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920573,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,A Democrat,36,30-49,Master's degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,North Carolina,Homemaker,Not working,not parents of children 0-17 YO,English,No religion,NA
255920574,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,A Democrat,44,30-49,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",5,"$100,000 to $149,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Minnesota,Employed part-time (by someone else),Working part-time,parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920575,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Don't know,Don't know,Should,NA,NA,A Republican,47,30-49,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",4,"$100,000 to $149,999",Now Married,Non-Metro,West,Owned or being bought by you or someone in your household,Washington,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920576,1,June 9-10,No opinion,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Should not,NA,NA,An Independent,34,30-49,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Indiana,Self-employed,Working part-time,parents of children 0-17 YO,English,Catholic,NA
255920577,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Don't know,NA,NA,An Independent,83,65+,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$150,000 or more",Widowed,Metro,West,Owned or being bought by you or someone in your household,New Mexico,Retired,Not working,not parents of children 0-17 YO,English,No religion,NA
255920578,1,June 9-10,No opinion,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not too serious,Should not,Yes,Should not,NA,NA,An Independent,56,50-64,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$75,000 to $99,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Washington,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,Other Christian religion,NA
255920579,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,An Independent,57,50-64,High school graduate (high school diploma or the equivalent GED),High school,Male,Hispanic,1,"$75,000 to $99,999",Separated,Metro,South,Owned or being bought by you or someone in your household,Texas,Self-employed,Working full-time,not parents of children 0-17 YO,Spanish,Catholic,NA
255920580,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Should not,NA,NA,A Republican,73,65+,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",5,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Georgia,Retired,Not working,not parents of children 0-17 YO,English,Catholic,NA
255920581,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Don't know,Yes,Don't know,NA,NA,Something else,33,30-49,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$10,000 to $24,999",Widowed,Metro,MidWest,Rented for cash,Ohio,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,Other Christian religion,NA
255920582,1,June 9-10,No opinion,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,Yes,Should,NA,NA,A Republican,70,65+,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"$10,000 to $24,999",Widowed,Metro,South,Owned or being bought by you or someone in your household,Texas,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920583,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not too serious,Should not,Yes,Should not,NA,NA,An Independent,82,65+,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Florida,Retired,Not working,not parents of children 0-17 YO,English,Other Christian religion,NA
255920584,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not too serious,Should not,Yes,Don't know,NA,NA,An Independent,29,18-29,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Never married,Non-Metro,MidWest,Owned or being bought by you or someone in your household,Minnesota,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,No religion,NA
255920585,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Should not,NA,NA,Something else,33,30-49,Some college or Associate degree,Some college,Female,Hispanic,2,"$75,000 to $99,999",Now Married,Metro,West,Rented for cash,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,No religion,NA
255920586,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Somewhat serious,Should not,Yes,Should not,NA,NA,A Republican,71,65+,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"$10,000 to $24,999",Widowed,Metro,South,Owned or being bought by you or someone in your household,North Carolina,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920587,1,June 9-10,Don't know,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Don't know,Yes,Should not,NA,NA,A Republican,67,65+,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$10,000 to $24,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920588,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,Don't know,Should,NA,NA,A Democrat,18,18-29,No high school diploma or GED,Less than high school,Female,"White, Non-Hispanic",3,"$150,000 or more",Never married,Metro,South,Owned or being bought by you or someone in your household,North Carolina,Full Time Student,Working part-time,not parents of children 0-17 YO,English,Other Christian religion,NA
255920589,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Somewhat serious,Should not,Yes,Don't know,NA,NA,A Republican,88,65+,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",1,"$25,000 to $49,999",Widowed,Metro,West,Owned or being bought by you or someone in your household,California,Homemaker,Not working,not parents of children 0-17 YO,English,Greek or Russian Orthodox,NA
255920590,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,An Independent,39,30-49,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",Six or more,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,Washington,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920591,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,Don't know,Don't know,NA,NA,An Independent,34,30-49,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,Jewish,NA
255920592,1,June 9-10,No opinion,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not too serious,Should not,Yes,Should not,NA,NA,Something else,45,30-49,Master's degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",4,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Tennessee,Employed full-time (by someone else),Not working,parents of children 0-17 YO,English,No religion,NA
255920593,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Should not,NA,NA,A Republican,56,50-64,Master's degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920594,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Should not,NA,NA,An Independent,29,18-29,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",3,"Less than $10,000",Never married,Metro,West,Owned or being bought by you or someone in your household,Arizona,Other,Not working,not parents of children 0-17 YO,English,Catholic,NA
255920595,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Somewhat serious,Don't know,Yes,Should not,NA,NA,A Republican,22,18-29,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Never married,Metro,South,Owned or being bought by you or someone in your household,Texas,Full Time Student,Working part-time,not parents of children 0-17 YO,English,No religion,NA
255920596,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not too serious,Should not,Yes,Should not,NA,NA,A Republican,71,65+,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Missouri,Retired,Not working,not parents of children 0-17 YO,English,Catholic,NA
255920597,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Should not,NA,NA,A Republican,81,65+,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Alabama,Retired,Not working,not parents of children 0-17 YO,English,Catholic,NA
255920598,1,June 9-10,Don't know,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Should not,NA,NA,A Democrat,71,65+,Some college or Associate degree,Some college,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Retired,Not working,not parents of children 0-17 YO,English,Catholic,NA
255920599,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not too serious,Should not,Yes,Should not,NA,NA,A Republican,32,30-49,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"Less than $10,000",Now Married,Non-Metro,West,Owned or being bought by you or someone in your household,Wyoming,Self-employed,Working full-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920600,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,A Democrat,49,30-49,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$10,000 to $24,999",Never married,Metro,South,Rented for cash,Georgia,Homemaker,Not working,not parents of children 0-17 YO,English,Catholic,NA
255920601,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Somewhat serious,Should,No,Should not,NA,NA,A Democrat,41,30-49,Master's degree or above,Bachelors degree or higher,Male,"Black, Non-Hispanic",4,"$150,000 or more",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Employed full-time (by someone else),Working full-time,parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920602,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Somewhat serious,Don't know,Yes,Should not,NA,NA,An Independent,70,65+,High school graduate (high school diploma or the equivalent GED),High school,Female,Hispanic,2,"$10,000 to $24,999",Now Married,Metro,South,Rented for cash,Florida,Self-employed,Working part-time,not parents of children 0-17 YO,Spanish,Catholic,NA
255920603,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,Yes,Should not,NA,NA,A Republican,79,65+,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",2,"$10,000 to $24,999",Now Married,Non-Metro,South,Owned or being bought by you or someone in your household,Texas,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920604,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Should not,NA,NA,A Republican,54,50-64,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,California,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,Other Christian religion,NA
255920605,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,A Republican,46,30-49,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",5,"$150,000 or more",Never married,Metro,NorthEast,Rented for cash,Pennsylvania,Self-employed,Working full-time,parents of children 0-17 YO,English,Catholic,NA
255920606,1,June 9-10,Don't know,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Somewhat serious,Should not,Yes,Should,NA,NA,An Independent,75,65+,Master's degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Texas,Retired,Working part-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920607,1,June 9-10,No opinion,No opinion,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Don't know,Don't know,Don't know,Don't know,NA,NA,Something else,41,30-49,No high school diploma or GED,Less than high school,Female,"White, Non-Hispanic",2,"$10,000 to $24,999",Now Married,Metro,South,Rented for cash,Oklahoma,Homemaker,Not working,not parents of children 0-17 YO,English,No religion,NA
255920608,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Don't know,Should not,Yes,Should not,NA,NA,An Independent,54,50-64,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"Less than $10,000",Now Married,Non-Metro,South,Rented for cash,Georgia,Other,Not working,missing data,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
